id,id1,id2,word,visual_context,is_related
11864	11865	11866	12	a street sign with a sign on top of it	0
8396	8397	8398	baseball field ballplayer yellowstone	a man and a woman are standing in front of a bus ballplayer	1
28197	28198	28199	exit	a woman and woman sitting on a bench with a cat tray	1
27474	27475	27476	remoto	a small brown and white cat sitting on a table toaster	1
38575	38576	38577	bloods	a man is holding a cell phone in front of a television	0
53197	53198	53199	36	a stop sign with a sign on top of it	0
3164	3165	3166	elevator door analog n	a laptop computer sitting on top of a desk analog	1
27014	27015	27016	8	a green and yellow banana sitting on a tree laptop	1
51919	51920	51921	vez	a man is sitting on a bench in the sand	0
33306	33307	33308	drink	a group of people standing next to a parking meter parachute	1
4487	4488	4489	watering hole bakery san	a baseball player swinging a bat at a ball bakery	1
27551	27552	27553	e	a group of people standing on a snow covered slope toilet	1
43571	43572	43573	758	a red double decker bus driving down a street	0
48482	48483	48484	fop	a group of people standing around a table with a laptop	0
46254	46255	46256	classy	a man in a suit and tie with a tie	0
39157	39158	39159	fort	a person holding a hot dog in a bun	0
44944	44945	44946	28	a man is holding a horse in a field	0
42153	42154	42155	yew	a group of people walking down a street holding umbrellas	0
43948	43949	43950	stool	a kitchen counter with a sink and a microwave	0
52672	52673	52674	tyre	a bus that is parked on a street corner	0
2147	2148	2149	lawn moped ihop 	a plate of food with a fork and a fork moped	1
6639	6640	6641	baseball field ballplayer steve	a young boy eating a piece of pizza ballplayer	1
44703	44704	44705	suva	a plate of food with a sandwich and a drink	0
5230	5231	5232	waiting room recreational stop	a stop sign with a stop sign on it recreational	1
53645	53646	53647	senor	a red and white train on a track	0
26251	26252	26253	umang	a group of boats floating in a body of water hook	1
16556	16557	16558	3	a large white bus on a city street	0
19063	19064	19065	zamboni	a man is standing in the snow with a snowboard	0
17801	17802	17803	wholehouses	a street scene with a stop sign and a street sign	0
7769	7770	7771	canal urban dock explore	a group of people standing in the snow with skis dock	1
48318	48319	48320	oncology	a man is riding a bike on a city street	0
1191	1192	1193	baseball field ballplayer rebellion	a man is eating a piece of pizza ballplayer	1
36244	36245	36246	limier	a street sign with a clock on it	0
14109	14110	14111	cul	a person holding a wine glass with a glass of wine	0
15412	15413	15414	restatement	a motorcycle parked on a sidewalk next to a parking meter	0
30063	30064	30065	stop	a stop sign with a stop sign on it street	1
28662	28663	28664	ricotta	a pizza with a pizza on a wooden table television	1
46187	46188	46189	ml	a man riding a motorcycle on a street	0
2144	2145	2146	discotheque electric h12 	a red and white bus driving down a street electric	1
23532	23533	23534	countermand	a cake with a candle on top of it	0
31205	31206	31207	ng	a truck with a red truck parked on the side of a road sorrel	1
5046	5047	5048	shed gas eve 	a woman and woman playing a game with nintendo wii controllers gas	1
15162	15163	15164	dx	a train that is sitting on the tracks	0
49715	49716	49717	8	a street sign with a street light on it	0
39438	39439	39440	limped	a close up of a train with a train on it	0
15350	15351	15352	lon	a large truck with a red truck parked on the side of the road	0
29274	29275	29276	fire	a man is standing in front of a television banana	1
14341	14342	14343	pl	a red and white bus parked on a street	0
42643	42644	42645	ot	a baseball player swinging a bat at a ball	0
53024	53025	53026	camarda	a blue and white bus parked on a city street	0
49130	49131	49132	ampm	a man is riding a skateboard on a street	0
44005	44006	44007	ox	a group of elephants walking through the water	0
17229	17230	17231	open	a man eating a donut with a fork	0
43078	43079	43080	whopping	a teddy bear sitting on a bench next to a building	0
41691	41692	41693	rfcs	a red and white fire truck parked in front of a building	0
31690	31691	31692	reve	a little girl wearing a red shirt and a teddy bear desktop	1
38080	38081	38082	landslid	a sign that is on a pole next to a building	0
32872	32873	32874	4815	a train is on the tracks near a building web	1
23232	23233	23234	zs	a man riding a horse on a dirt road	0
22125	22126	22127	r	a man holding a bunch of bananas in front of a crowd	0
13755	13756	13757	monolo	a baseball player is preparing to swing at a ball	0
33269	33270	33271	t	a baseball player swinging a bat at a ball bubble	1
30842	30843	30844	owe	a man is playing tennis on a tennis court television	1
41039	41040	41041	it	a brown dog sitting on a couch next to a black dog	0
15934	15935	15936	ross	a man standing next to a sign on a sidewalk	0
37095	37096	37097	no-text	a dog is looking at the camera while looking at a car	0
2423	2424	2425	crosswalk totem 893 	a room with a television and a television screen totem	1
13062	13063	13064	contraindication	a woman is playing tennis on a tennis court	0
9347	9348	9349	construction site umbrella hybrid	a red double decker bus driving down a street umbrella	1
6291	6292	6293	parking lot motor are	a man is swinging a bat at a ball motor	1
21555	21556	21557	c	a bus that is parked on a street	0
46568	46569	46570	14	a car parked next to a parking meter	0
15988	15989	15990	toad	a street sign with a sign on the side of it	0
40226	40227	40228	trued	a small child is holding a teddy bear	0
15116	15117	15118	courting	a group of young men playing a game of soccer	0
31096	31097	31098	47	a man is sitting on a motorcycle on a city street warplane	1
18327	18328	18329	isl	a man is skiing down a snowy slope	0
41327	41328	41329	t	a bus that is parked on a street	1
19298	19299	19300	heman	a train is on a train track near a building	0
27158	27159	27160	stop	a stop sign with a stop sign on it traffic	1
48912	48913	48914	busy	a man in a suit and tie with a tie	0
9543	9544	9545	train interior streetcar riv	a train that is sitting on the side of a road streetcar	1
37035	37036	37037	att	a group of people standing on a street corner	0
18573	18574	18575	hock	a fire hydrant sitting on the side of a road	0
13278	13279	13280	wishes	a man is sitting in front of a laptop computer	0
7139	7140	7141	ball pit packet &	a train is on a track near a building packet	1
8945	8946	8947	street police mya 	a large white truck driving down a street police	1
15931	15932	15933	kig	a group of people standing around a train on a train track	0
42089	42090	42091	cunts	a group of people playing a game of tennis	0
23057	23058	23059	radiator	a man is sitting on a chair with a laptop	0
9055	9056	9057	raft canoe 13959 	a black and white fire hydrant sitting in a parking lot canoe	1
5368	5369	5370	ice skating rink indoor racket	a kitchen with a refrigerator racket	1
25705	25706	25707	wideroe	a large airplane is sitting on a runway street	1
50857	50858	50859	pravda	a small dog is sitting in a car seat	0
51257	51258	51259	ri	a man is walking down a street with a cell phone	0
37831	37832	37833	collie	a parking meter with a sign on the side of it	0
38851	38852	38853	macoy	a bus that is driving down a street	0
7567	7568	7569	airfield ambulance anthropologue 	a man sitting on a bench next to a man ambulance	1
15800	15801	15802	cree	a train is pulling into a train station	0
43670	43671	43672	allegro	a man is playing tennis on a clay court	0
23749	23750	23751	lens	a baseball player swinging a bat at a ball	0
1048	1049	1050	slum mountain the 	a plate of food with a bunch of bananas mountain	1
48594	48595	48596	l	a small dog sitting on a table next to a table	0
45656	45657	45658	deana	a man holding a piece of cake on a table	0
38443	38444	38445	lolls	a giraffe is standing in front of a building	0
528	529	530	desert vegetation parking stop	a stop sign with a stop sign on it parking	1
29542	29543	29544	korail	a train that is sitting on the tracks snowmobile	1
17052	17053	17054	anticipation	a man is sitting on a motorcycle with a dog	0
13704	13705	13706	rv	a group of sheep in a field with a dog	0
5769	5770	5771	train station platform vault sny	a group of people playing a game of baseball vault	1
50672	50673	50674	evokes	a green and white train is on a sidewalk	0
5132	5133	5134	sky bow c 	a man holding a surfboard in the air bow	1
32229	32230	32231	ug	a group of people sitting on a bench in front of a building ski	1
44007	44008	44009	esan	a man is holding a bunch of food in a store	0
15649	15650	15651	zest	a plate of food with broccoli and broccoli	0
22762	22763	22764	trono	a bus that is parked on a street	0
13210	13211	13212	zzz	a man is holding a snowboard in the snow	0
45306	45307	45308	8	a man is sitting on a motorcycle in the grass	0
26792	26793	26794	200	a man wearing a hat and a hat on a cell phone ski	1
713	714	715	supermarket orange swlie 	a bus that is parked in a parking lot orange	1
37328	37329	37330	slip	a person holding a remote control in his hand	0
25956	25957	25958	m-o	a man is holding a cell phone in front of a television police	1
21113	21114	21115	controverting	a clock tower with a clock tower in the background	0
9136	9137	9138	office suit 3 	a group of people walking down a street with umbrellas suit	1
38285	38286	38287	sent	a red and white motorcycle sitting on a shelf	0
11224	11225	11226	saco	a train that is sitting on the tracks	0
23247	23248	23249	musk	a bird perched on a branch of a tree branch	0
53527	53528	53529	delius	a clock is on a pole with a sky background	0
1551	1552	1553	childs room joystick stop	a stop sign with a stop sign on it joystick	1
5957	5958	5959	playground cloak agv 	a man sitting on a motorcycle with a dog on the back cloak	1
21474	21475	21476	lb	a man with a red hat and a red umbrella	0
31757	31758	31759	surter	a man is riding a skateboard on a ramp steam	1
40067	40068	40069	t	a man is flying a kite in the sand	0
40145	40146	40147	roch	a train is on a track near a building	0
54037	54038	54039	5742z	a toilet and a sink in a bathroom	0
11335	11336	11337	sculler	a skier is standing in the snow with a snowboard	0
976	977	978	galley ice piedmon 	a baseball player swinging a bat at a ball ice	1
49645	49646	49647	faddishness	a bathroom with a toilet and a sink	0
49150	49151	49152	dabbed	a street scene with a street sign and a bus stop	0
31266	31267	31268	event	a group of people sitting around a table with a laptop motor	1
46582	46583	46584	roue	a bus that is driving down a street	0
20755	20756	20757	colo	a baseball player swinging a bat at a ball	0
23289	23290	23291	avg	a street sign with a sign on it	0
27042	27043	27044	above	a street sign with a sign on top of it refrigerator	1
53929	53930	53931	tonatierra	a parking meter with a parking meter on it	0
39548	39549	39550	val	a white and black fire hydrant sitting on a sidewalk	0
34122	34123	34124	n251tr	a large jetliner flying through the sky with a sky background racket	1
16733	16734	16735	aos	a man is sitting on a motorcycle with a dog	0
50051	50052	50053	ce	a red and yellow fire hydrant on a city street	0
28288	28289	28290	lemon	a table with a bunch of food on it trolleybus	1
25431	25432	25433	esc	a remote control sitting on a table next to a keyboard trolleybus	1
42645	42646	42647	shaker	a group of young men playing soccer on a field	0
19817	19818	19819	estop	a small table with a cup and a cup of coffee	0
11937	11938	11939	h	a bench with a sign on the side of it	0
13034	13035	13036	s	a man and woman eating a hot dog in a restaurant	0
22858	22859	22860	bad	a bed with a bed and a blanket on it	0
18547	18548	18549	boxier	a large truck with a red truck on the side of it	0
38082	38083	38084	cosset	a clock tower with a clock on top of it	0
28779	28780	28781	family	a stop sign with a sign on top of it toilet	1
23411	23412	23413	bowin	a man sitting on a motorcycle with a man in his lap	0
46267	46268	46269	torn	a street sign with a sign on the side of it	0
44193	44194	44195	blathering	a bowl of food on a table next to a bowl of food	0
51503	51504	51505	ai	a man riding a motorcycle on a street	0
27106	27107	27108	st	a traffic light on a pole on a street corner bakery	1
30837	30838	30839	looks	a man in a suit and a wine glass flagpole	1
19087	19088	19089	poppet	a group of people on skis in the snow	0
6879	6880	6881	lawn motor fra 	a cat sitting on a desk next to a window motor	1
38003	38004	38005	0	a man is sitting on a bench with a cell phone	0
34370	34371	34372	only	a large white truck with a red truck on it tobacco	1
47667	47668	47669	hm	a parking meter with a sign on the side of it	0
32382	32383	32384	racing	a man riding a motorcycle on a street trolleybus	1
50751	50752	50753	k	a group of people standing in the snow with skis	0
1543	1544	1545	corral horse canada 	a man is playing tennis on a tennis court horse	1
7937	7938	7939	park unicycle e 	a street sign with a street sign on top of it unicycle	1
24366	24367	24368	giwang	a boat is parked in a lake next to a lake dock	1
19730	19731	19732	footer	a truck with a red truck parked on the side of the road	0
28379	28380	28381	-9:59	a parking meter with a parking meter on it soccer	1
33545	33546	33547	fw8910	a boat is parked on the water near a body of water umbrella	1
28754	28755	28756	kia	a tennis player is getting ready to hit a ball zebra	1
1000	1001	1002	racecourse plow swn 	a train is parked on the tracks near a train station plow	1
43906	43907	43908	your	a bus parked on the side of a road	0
5786	5787	5788	ticket booth streetcar f	a bathroom with a toilet and a sink streetcar	1
12278	12279	12280	tee	a large group of people sitting on a sidewalk	0
36770	36771	36772	i	a bunch of luggage are sitting on a shelf	0
34109	34110	34111	w.c.	a bathroom with a toilet and a sink tray	1
16137	16138	16139	sevst	a pizza with a knife and a knife on a plate	0
16069	16070	16071	cricked	a person holding a umbrella in front of a building	0
3647	3648	3649	diner outdoor horse brak	a group of people standing in front of a bus horse	1
33888	33889	33890	bomberos	a red and red bus parked on a street sleeping	1
30235	30236	30237	k	a man and woman walking down a street with a dog unicycle	1
12583	12584	12585	titicacato	a dog is sitting on a boat in the water	0
50012	50013	50014	scored	a group of people standing around a building with a luggage	0
32678	32679	32680	1	a clock is displayed on a pole with a clock on it electric	1
19062	19063	19064	colorada	a table with a table and a table with a candle on it	0
7062	7063	7064	roof garden street 59	a small airplane is flying in the sky street	1
20952	20953	20954	hfy	a parking meter with a car and a car	0
12052	12053	12054	cl	a close up of a pair of scissors and a clock	0
10998	10999	11000	cu	a street sign with a sign on the side of it	0
12622	12623	12624	55	a man is skiing down a snowy slope	0
22803	22804	22805	vi	a clock is displayed on a pole with a clock on it	0
26430	26431	26432	roc	a man is standing next to a elephant ballplayer	1
10886	10887	10888	do	a man is eating a meal at a table	0
14759	14760	14761	malkara	a stop sign with a stop sign on it	0
44041	44042	44043	ny	a small white truck parked in a parking lot	0
11673	11674	11675	personals	a teddy bear sitting on a chair next to a teddy bear	0
22687	22688	22689	vindications	a hand holding a remote control in front of a television	0
25361	25362	25363	255	a man is sitting on a surfboard in the ocean racket	1
22009	22010	22011	lemme	a cell phone sitting on top of a table	0
40051	40052	40053	so	a stop sign on a pole on a street corner	0
52038	52039	52040	quartz	a motorcycle parked in front of a building	0
47091	47092	47093	ayah	a young girl wearing a red shirt and a tie	0
50099	50100	50101	lids	a group of people riding horses on a street	0
33948	33949	33950	otang	a group of people are playing with a frisbee teddy	1
29081	29082	29083	desviacion	a red and yellow fire hydrant sitting on a street street	1
50739	50740	50741	mo	a parking meter with a street sign and a street sign	0
48284	48285	48286	vf	a red and white bus parked on a street	0
3151	3152	3153	train station platform passenger diana	a man sitting on a couch with a cat on his lap passenger	1
9329	9330	9331	beer garden bow y	a man is holding a dog in a park bow	1
21424	21425	21426	hanmer	a plate of food with a fork and a fork	0
50783	50784	50785	must	a group of people standing around a large group of people	0
46119	46120	46121	putties	a group of people walking down a street next to a street	0
14115	14116	14117	unit	a table with a bunch of wine glasses on it	0
15470	15471	15472	fond	a red and white bus driving down a street	0
16941	16942	16943	call	a street sign with a street sign and a street sign	0
35578	35579	35580	ed	a clock tower with a clock on top of it	0
46664	46665	46666	3	a laptop computer sitting on a desk next to a laptop	0
27513	27514	27515	adi	a man is standing in front of a boat seashore	1
32615	32616	32617	of	a cat laying on a bed next to a cat punching	1
29933	29934	29935	c	a man is surfing on a wave in the ocean desk	1
28501	28502	28503	mik	a teddy bear sitting on a table next to a teddy bear gasmask	1
11772	11773	11774	clech	a man is jumping a skateboard on a ramp	0
29060	29061	29062	w	a man holding a tennis racket and a tennis ball desk	1
15699	15700	15701	po	a large airplane sitting on a runway next to a building	0
33189	33190	33191	clo	a group of people riding on a motorcycle sliding	1
20152	20153	20154	pillowcase	a red and yellow bus driving down a street	0
44309	44310	44311	13	a plate of food with a fork and a fork	0
52822	52823	52824	bayesian	a man is holding a skateboard in the air	0
51674	51675	51676	120	a stop sign with a sign on the side of it	0
28310	28311	28312	arret	a stop sign with a stop sign on it street	1
4185	4186	4187	motel street sri 	a clock tower with a clock on top of it street	1
2600	2601	2602	baseball field baseball nw	a street sign with a sign on it baseball	1
503	504	505	racecourse horse smith 	a man and a horse pulling a carriage horse	1
46786	46787	46788	s	a bowl of food with a spoon and a fork	0
47861	47862	47863	id	a clock on a table with a clock on it	0
39956	39957	39958	attainability	a man holding a tennis racket in his hand	0
10644	10645	10646	rares	a train is traveling down a track next to a building	0
26135	26136	26137	trappist	a group of people walking down a street holding umbrellas cinema	1
50194	50195	50196	lugosi	a motorcycle parked on the side of a road	0
10855	10856	10857	stap	a street sign with a sign on the side of it	0
35800	35801	35802	hwan	a young boy is sitting on a bed with a cat	0
38060	38061	38062	goggle	a red truck parked next to a parking meter	0
51243	51244	51245	telegraphy	a man and woman sitting at a table with a laptop	0
10577	10578	10579	n	a little girl is sitting on a couch with a stuffed animal	0
37538	37539	37540	donits	a man is surfing on a wave in the ocean	0
13021	13022	13023	69	a black and white photo of a cow and a cow	0
22901	22902	22903	nel	a group of young men playing a game of tennis	0
22083	22084	22085	co	a piece of cake on a plate with a fork	0
42458	42459	42460	us	a street sign with a street sign on it	0
53837	53838	53839	sided	a woman is sitting on a bench with a cat	0
10193	10194	10195	banquet hall groom tiger	a baseball player swinging a bat at a ball groom	1
9318	9319	9320	kitchen microwave openingkitchen 	a kitchen with a refrigerator and a microwave microwave	1
1732	1733	1734	street cab dave 	a small airplane is sitting on a runway cab	1
133	134	135	jewelry shop wall luan	a clock on a wall with a clock on it wall	1
7323	7324	7325	picnic area park coach	a large blue and blue bus parked on a city street park	1
49425	49426	49427	bia	a bus parked on a street next to a bus	0
30673	30674	30675	esley	a man and woman sitting at a table with a cake bakery	1
9091	9092	9093	marsh basketball go 	a baby is eating a piece of cake basketball	1
36595	36596	36597	36	a brown and white cow standing in a field	0
456	457	458	veterinarians office nipple nipple	a cat is laying on a bed with a remote control nipple	1
25659	25660	25661	bawgo	a man is eating a meal at a table street	1
39763	39764	39765	evay	a pair of scissors sitting on top of a wooden table	0
50209	50210	50211	drywall	a group of people walking down a street holding umbrellas	0
39568	39569	39570	mona	a group of people standing around a table with a bunch of food	0
22656	22657	22658	boarde	a bed with a bed in a room	0
5191	5192	5193	ball pit banana pol	a man with a hat and a hat on a cell phone banana	1
5785	5786	5787	bus station indoor trolleybus toilet	a man is standing in front of a large truck trolleybus	1
47141	47142	47143	superconducting	a plate of food with a fork and a cup of coffee	0
9869	9870	9871	motel traffic ronald-tan.com 	a man is sitting at a table with a plate of food traffic	1
50446	50447	50448	cai	a man is playing tennis on a tennis court	0
51444	51445	51446	wacky	a man and woman are playing a video game	0
40979	40980	40981	call	a plate of food and a cup of coffee	0
885	886	887	street trolleybus club 	a red and yellow fire hydrant sitting on a street trolleybus	1
52014	52015	52016	bonn	a man is holding a tennis racket in his hand	0
33869	33870	33871	fun!	a group of people playing a game with nintendo wii controllers pizza	1
35754	35755	35756	533	a person holding a stuffed animal in a room	0
41425	41426	41427	bolting	a large airplane is flying in the sky	0
30640	30641	30642	richardson	a man is holding a skateboard in front of a building trolleybus	1
9235	9236	9237	excavation moped 16077 	a train is sitting on a train track moped	1
794	795	796	train station platform electric 3	a street sign with a sign on the side of it electric	1
27407	27408	27409	gwww.rayraepix.com	a man is surfing in the ocean with a surfboard Irish	1
36257	36258	36259	li	a clock on a pole with a sky background	0
6732	6733	6734	railroad track steam 518	a red and red train on a track steam	1
37131	37132	37133	kil	a man and a woman are sitting on a surfboard	0
28657	28658	28659	mark	a man holding a tennis racket in his hand goblet	1
15752	15753	15754	siss	a cat laying on a couch next to a cat	0
18140	18141	18142	loon	a kitchen with a large refrigerator and a table	0
44829	44830	44831	a	a man is eating a pizza in a box	0
43158	43159	43160	cory	a plate of food with a lot of food	0
53526	53527	53528	nisan	a person is eating a meal of a donut	0
8209	8210	8211	railroad track steam k	a train is sitting on the tracks near a building steam	1
8997	8998	8999	parking garage indoor motor board!	a dog is sitting on a wooden bench motor	1
39655	39656	39657	uchingou	a man and a woman are standing in front of a bus	0
27896	27897	27898	papke	a man is jumping over a skateboard on a ramp restaurant	1
7198	7199	7200	campsite seashore 1211 	a red and white bus parked on a city street seashore	1
27646	27647	27648	banco	a man wearing a red shirt and tie umbrella	1
23914	23915	23916	so	a small box of luggage on a table	0
2605	2606	2607	rope bridge suspension first	a bus that is driving down a street suspension	1
48663	48664	48665	q	a man is eating a piece of pizza	0
7238	7239	7240	supermarket lemon out 	a woman is eating a meal at a table lemon	1
43689	43690	43691	draining	a man is jumping a skateboard on a ramp	0
42043	42044	42045	22nd	a street scene with a clock on the side of it	0
36493	36494	36495	sss	a man is playing tennis on a tennis court	0
25172	25173	25174	fx7	a laptop computer sitting on a desk next to a keyboard ballplayer	1
32491	32492	32493	u.s.	a large airplane sitting on top of a runway tricycle	1
19425	19426	19427	5	a large red bus on a city street	0
23852	23853	23854	billy	a train is pulling up to a train station	0
38622	38623	38624	xis	a black and white photo of a boat in the water	0
21087	21088	21089	personalize	a baseball player swinging a bat at a ball	0
5456	5457	5458	physics laboratory refrigerator austral	a large airplane on a runway with a lot of people in the background refrigerator	1
25074	25075	25076	hour	a living room with a couch  and a television unicycle	1
23177	23178	23179	ruf	a man holding a tennis racket and a tennis ball	0
22688	22689	22690	imamoi	a street sign with a sign on the side of it	0
18842	18843	18844	clow	a man is playing frisbee in a field	0
17711	17712	17713	mys	a man is holding a cell phone in front of a building	0
13272	13273	13274	o	a baseball player swinging a bat at a ball	0
9167	9168	9169	bus station indoor trolleybus 111	a train is pulling up to a train station trolleybus	1
37468	37469	37470	nio	a small red truck with a red bow on it	0
9283	9284	9285	bridge street et 	a laptop computer sitting on a desk next to a keyboard street	1
31083	31084	31085	za	a bunch of different types of different types of luggage book	1
22744	22745	22746	coll	a pizza sitting on a wooden table next to a glass of wine	0
44580	44581	44582	mooch	a man is playing a game of soccer on a field	0
32708	32709	32710	cizauskas	a dog is laying on a bed with a cat ski	1
54392	54393	54394	lend	a stop sign with a stop sign on it	0
46980	46981	46982	isaac	a man is sitting on a motorcycle in a room	0
29434	29435	29436	ana	a large airplane sitting on a runway next to a building motor	1
35225	35226	35227	si	a table with a glass vase and a glass table	0
48328	48329	48330	lp	a red double decker bus driving down a street	0
23535	23536	23537	vudon	a group of people sitting on a bench outside	0
35143	35144	35145	dcg	a small airplane is sitting on the runway	0
14095	14096	14097	ble	a man in a suit and tie with a tie	0
28445	28446	28447	m&co.	a clock tower with a clock on top of it warplane	1
30692	30693	30694	austrailian	a bunch of oranges that are sitting on a table traffic	1
30980	30981	30982	761	a black and white photo of a train on a track racket	1
37685	37686	37687	danny	a large red bus is on a city street	0
9549	9550	9551	butchers shop bakery 1	a clock tower with a clock on top of it bakery	1
31708	31709	31710	98	a young boy is playing a video game on a television lakeside	1
30642	30643	30644	way	a street sign with a sign on the side of it toilet	1
51376	51377	51378	myopic	a man is doing a trick on a skateboard	0
44775	44776	44777	gi	a bicycle is parked outside of a building	0
13095	13096	13097	ail	a man is standing next to a parking meter	0
30280	30281	30282	xi	a clock is sitting on a table next to a glass of wine street	1
930	931	932	underwater ocean deep house vegetarian	a man is sitting on a bench in the street house	1
42784	42785	42786	nwt	a man is sitting on a bench with a cell phone	0
34369	34370	34371	om	a bus that is parked on the side of a street tow	1
7418	7419	7420	bakery shop bakery stop	a man is walking down a street with a stop sign bakery	1
50266	50267	50268	vez	a group of men standing next to each other holding a cell phone	0
27900	27901	27902	klo	a man is sitting on a couch with a cat on the floor American	1
48547	48548	48549	sc	a bunch of oranges sitting on a table	0
509	510	511	bus station indoor umbrella 24292	non umbrella	1
39112	39113	39114	li	a motorcycle parked on a sidewalk next to a building	0
3817	3818	3819	ice cream parlor sleeping and	a woman holding a pink umbrella in front of a tree sleeping	1
33250	33251	33252	stop	a man is standing on a bench in the snow harmonica	1
39108	39109	39110	ell	a laptop computer sitting on top of a desk	0
32036	32037	32038	lison	a man with a hat and a tie in his hand street	1
25450	25451	25452	ski	a man standing next to a woman holding a snowboard ski	1
21859	21860	21861	mineralogist	a red fire hydrant sitting on the side of a road	0
2587	2588	2589	street umbrella crossing 	a street scene with a street sign and a street light umbrella	1
16016	16017	16018	longridge	a close up of a train on a train station	0
9471	9472	9473	nursery teddy 74 	a man is holding a frisbee in a field teddy	1
44753	44754	44755	translate	a large truck with a lot of food on it	0
23312	23313	23314	lil	a man and woman are posing for a picture	0
621	622	623	pond maze mp3 	a person holding a cell phone in front of a television maze	1
20296	20297	20298	irafic	a large airplane is sitting on the runway	0
18421	18422	18423	amandaes	a man and a woman in a ski lift	0
6028	6029	6030	ski resort snowmobile facebook	a large elephant is standing in a field snowmobile	1
37059	37060	37061	correlating	a traffic light and a street sign on a pole	0
38964	38965	38966	prot	a group of people standing around a table with a bunch of food	0
32967	32968	32969	v	a man is playing tennis on a tennis court teddy	1
45415	45416	45417	fly	a train is pulling up to a train station	0
25320	25321	25322	n.j	a man is standing in front of a store cowboy	1
32095	32096	32097	hpstm	a kite flies over a beach with a sky background ballplayer	1
33617	33618	33619	uno	a table with a bunch of food on it alp	1
39983	39984	39985	ln	a street sign with a sign on top of it	0
6705	6706	6707	motel street 500539 	a black cow with a tag on its head street	1
9702	9703	9704	forest road street birthday	a dog is sitting on a couch with a cat street	1
27122	27123	27124	403	a baseball player swinging a bat at a ball street	1
25483	25484	25485	aj	a man flying through the air while riding a skateboard soccer	1
24265	24266	24267	spremuta	a man standing in front of a store with a clock confectionery	1
13031	13032	13033	motorcyclopid	a street sign with a sign on it	0
16571	16572	16573	bs	a man and a woman sitting at a table with a laptop	0
8226	8227	8228	hangar indoor turnstile .com	a baseball player swinging a bat at a ball turnstile	1
47814	47815	47816	restudy	a sign that is next to a street sign	0
35952	35953	35954	ane	a truck with a red truck parked on the side of the road	0
21353	21354	21355	rampen	a large group of people standing in front of a bus	0
14473	14474	14475	barer	a man is standing on a skateboard in the mirror	0
33892	33893	33894	226	a train is traveling down a track next to a bridge fire	1
31551	31552	31553	slammer	a baseball player swinging a bat at a ball harmonica	1
36628	36629	36630	moll	a clock on a pole with a clock on it	0
13486	13487	13488	tt	a group of people standing next to a fire hydrant	0
